,text,
990,"⒈ #backtowork
⒉ Sir Ivan Rogers
⒊ #TuesdayMotivation
⒋ #firstdayback
⒌ #charitytuesday

2017/1/3 13:54 GMT #trndnl https://t.co/do7Hdxwcnc",
991,"⒍ #RailFail
⒎ Alan Smith
⒏ Kevin Stewart
⒐ Julian Draxler
⒑ The Jump

2017/1/3 13:54 GMT #trndnl https://t.co/do7Hdxwcnc",
992,Flood Alert: The Suffolk Coast at Southwold 13:44 3 January https://t.co/1JtNXuv1RY,
993,"Wind 7.9 kts ESE. Barometer 1027.7 hPa, Falling. Temperature 5.1 °C. Rain today 0.0mm. Humidity 87%",
994,@KarnagemG yeah mate was very bright last night  👍🌙,
995,Yeah okay that performance gave me shivers wtf 😅 https://t.co/wPgnUwiWoL,
996,"13:55 GMT: 5.1°C, 75%, wind 3.0 / 9.8 mph WNW, rain 0.0 mm/hr, pressure 1027 hPa falling https://t.co/czXQhnm1DH",
997,@jogooderadio Try the City Cheese Walk. Book through Cheese at Leadenhall and eat cheese at significant points !!,
998,@paulsinha What you need is 4 of each of you on Pointless. @richardosman,
999,JME work is my work out song this year tunnnnneeee,n
1000,"The first iOS update of 2017 🙌! View your pin in the app, and see more details on your limits 👀… https://t.co/yHXGXGXUav",n
1001,"Wind 0 km/h ---. Barometer 1016.7 mb, Falling. Temperature 5.9 °C. Rain today 0.0 mm. Humidity 72%",
1002,Yogi2Me is listed in @BritishVogue as one of the top home workouts for 2017  https://t.co/Vz0maCY8NP thank you… https://t.co/nAxuExNyMM,n
1003,How is my little sister nearly 18 bruh she's grown,n
1004,@KarenHutchy73 Good luck!,n
1005,"@Helicule Orchestra Of The Age Of Enlightenment at @southbankcentre (Mar 20, 2017) https://t.co/xpuIL8pMAo https://t.co/6PME36oOHs",n
1006,Exactly 10years ago on this day I walked into my first job in London. What a decade it's been! Bring on the next 10years! #newyear #worklife,n
1007,"@SenJohnMcCain @LindseyGrahamSC  you 2  R pally Y do you always get things wrong? 

@KellyannePolls… https://t.co/E4nEMBZzLc",n
1008,@showbizroyalty I think they are on the website - not sure about app - @VirginRadioUK ?,n
1009,@nahmanreedus I know it's crazy!,n
1010,"I've got  the new year's blues! Ask me why? Cause, I can't stand the sight, and the rythem of a certain person's voice! Any ideas? 🙄",n
1011,@PyroGuy_UK Wouldn't it be like a massive game of chess? https://t.co/QbaXvq9GvE,n
1012,I'm bored so go ahead https://t.co/KlmsXe4nV4,n
1013,"@dogmakers Thank you very much for the follow. I really appreciate it! Yours, James🐾🐾",n
1014,"@day25 Thanks. If you get time, would appreciate a review detailing what you think about it. Hope 2017 is more profitable for you :-)",n
1015,@FxckThatNoise_ happy birthday,n
1016,@Realist_Ant oh yes please ☕️let's make it happen ☺,n
1017,@lauren_miles have just learnt a few stretches that really helped,n
1018,@NationalisticMJ Afghanistan sounds like fun https://t.co/Jx3aQuLEQI,n
1019,@mickjmckay ohh yeah can't wait pal,n
1020,@janehamilton22 always a pleasure. And thank you.,n
1021,#arteveryday2017 2/365 my girls @rachnw3 https://t.co/8CiPJ6ibjh,
1022,"Learning is relational, not directional.
Find someone on the next page.

HT @muttface 

https://t.co/WrauV7bLfV https://t.co/Pcq73ORTfE",n
1023,Do we have to call you Dear Leader? @gemmahgreaves @TheMarketingSoc Happy and prosperous new year to whole team from all @omobono_digital xx,n
1024,When you ordered an outfit for NYE and it only arrives today 👍 fuck off you're pointless now.,n
1025,Enjoying my slave in blissful #confinement https://t.co/1XPXDbPljf https://t.co/vbI5uCQXmZ,n
1026,@Janedoe94906179 yes it is! And as quizzy as ever!,n
1027,"00:56 Temp. 0.6°C, Hum. 87%, Dewp. -2°C, Bar. 1024.3 hpa, Rain Today 0 mm, Wind 135° 3.0 km/h  #temperature #netatmo",
1028,@HansardSociety Have you got any interesting talks coming up? Feel free to add them to our site :) https://t.co/cBal12KoM3,
1029,@HornimanMuseum Have you got any interesting talks coming up? Feel free to add them to our site :) https://t.co/cBal12KoM3,n
1030,"Latest data Wind 6.0mph WSW Press 1024.6mb Falling Temp 5.0°C Rain today 0.3mm Humidity 78% Fine, becoming less settled",
1031,💉😍 Intraline One 1x1ml - A pure form of #HylaronicAcid to treat medium / deep wrinkles in the mid dermis layer ⛤ https://t.co/7ZJgIGQbVB,n
1032,"your BF beats you on a daily basis, yet you put his picture up and your BBM status reads 'You bring out the best in me'... Are you a rag?😀😬😁",n
1033,"Lunch with Rejane, House and Gildo (@ 2 Veneti in London, Greater London) https://t.co/2hiECByk9q https://t.co/jXISP9flOI",n
1034,@MoazzamTMalik Sounds like an incredible opportunity! I'd love to but my studies don't allow a whole year. Any possibility of shorter time?,nn
1035,@rhiannonlucyc @nakedvix You’d hope so..,n
1036,Clearly a LW supporter... https://t.co/8QyRi8aG5V,n
1037,Hello! We have a HUGE room (en suite) going in our flat. £750 p/m in Muswell Hill with Highgate station nearby. Dm's open... don't be weird.,n
1038,@alikingisqueen can we pick  nick up on the way,n
1039,@iamanthonyjames @JSHiggins_ *ponders* ... they must be moist cakes.,
1040,"Congrats @dannyrimer! &gt; Index Partner Danny Rimer named in the Queen's New Year's Honours, receives OBE for service… https://t.co/QEAmE88yCj",n
1041,@marcpalmerdev now we know why Apple shelved their car project ;-),n
1042,@danj_turn stupid and whiny.,n
1043,"If I DM you first and you air I'll buss a quick prayer for you, I dunno what's going on in ur life to pass up such a blessing 😅",n
1044,I might just come for to london for you too😭 https://t.co/1PmrhagwSV,n
1045,"Bowie tribute mural in Bromley outside London 
👨🏻‍🎤

#bowie #davidbowieart #bromley @… https://t.co/Lqv6b1bnAR",n
1046,I'm at @Wasabi_uk in London https://t.co/f4vh28gVRQ,n
1047,@samdavisuk a modicum of self control in December would have been sensible!,n
1048,"Cutting the carbon - the carbon detox era - won't happen...
not by economics, ethics, logic, tech nor politics 
It happens from a love fix.",n
1049,@ChukaUmunna What about the UK poor! You keep moaning about lack of money for the UK then spout this nonsense! #doh,n
1050,@OxfordAlt100   Thanks,n
1051,@celiagould_ one of the favs,n
1052,@NickHartwell1 Thanks Nick. Happy NY.,n
1053,"Princess watching me blow smoke rings ☺ #Vaping #VapeFam @ London, United Kingdom https://t.co/Z9JTwfy44Z",n
1054,@karrry_ you gotta watch those kind of people. Crazy ass. Like Matt from #RHOA,n
1055,@carmenafi_ first name lol,n
1056,A different country every month? The dream 😍🌍,n
1057,"I'm at West Drayton in West Drayton, Greater London https://t.co/cLW1Gy4Dch",n
1058,"@MikeLiggins Indeed so Mike (&amp; available at small fee most Sat mornings) but disagree on this. Depends on definition of ""violent"" of course",n
1059,"If you've got new #creative project ideas for 2017 and need #space to fulfill them, we might be able to help!… https://t.co/zrrJB9qLLW",n
1060,@DaveParkinson I'm going for minidisc,n
1061,"#LondonProperty market reopens for business. healthy appetite from buyers 
#movinghome #2017 #GoldschmidtandHowland .#heretohelp",n
1062,Want to banish the #JanuaryBlues? Find out where to go and how to pay less for your holiday at the @holworldshow:… https://t.co/ShO1sIEVc3,n
1063,"@dr_shibley @peterwalker99 I'm a mature MA student.  If I write a paper and stick my Uni logo on it with a disclaimer, will it be the Uni's?",n
1064,Fluffy cream fleece / clear plastic / gold hardware 🖤 @ Eggbreak https://t.co/qN8wSS9Te4,n
1065,Sorry scum https://t.co/K1xE4b7THS,n
1066,Camden market with this one.. @ScoopsGirl85 ✌🏼✌🏼✌🏼 https://t.co/dgPcqxccqq,n
1067,@LadyRed_6 Perfect! Soon the industry will be full of Potterisms :),n
1068,"@George86Martin hi, sorry to hear you haven't had a great experience. Would you mind sending a DM &amp; I'll look in to this. Ryan",n
1069,"13:57 UTC: Temperature: 5.4°C, Wind: SSE, 0 mph (ave), 3 mph (gust), Humidity: 78%, Rain (hourly) 0.0 mm, Pressure: 1025 hPa, falling",
1070,@NadineDorriesMP @MailOnline The @guardian Journos would be checking with the travel desk,n
1071,@BenClement95 @bbuk it must be wrong i am on the beach in australia and it is so hot!! https://t.co/yjZjp5Td9n,
1072,I am soooooo excited for South Africa this month it's making my heart happy ✈️✈️✈️,n
1073,@KhalifM @Y2Dre @blaqdemarco that's so funny.,n
1074,@amph0ra LMAO YES,n
1075,@acaseforbooks @kwebberwrites My main enquiry is why my name isn't Knobbs on the book...,n
1076,"@HarrisJOfficial What was your last lie, be honest! #AskHarrisJ",n
1077,@Pret your Veggie Pret is amazing. Please open one in Brighton!! The artichoke/olive/tapenade sourdough baguette... 😍😍😍,n
1078,Throw back to our Kente Collection. Sold out Flap tote with Kente panel. And yes that is the one and only Forest Wh… https://t.co/oKQaePHVwG,n
1079,@BustedDice Preserving evidence could also extend to the need to keep scene hidden especially if evidence should not be in Public domain yet,n
1080,@rawcass WE'RE SIMILAR. I GOT ISFP -A,n
1081,@rob_hyde @sophendo wasn't Dan HR? Certainly tried to act like it,n
1082,A Typical Igbo woman can make a whole Gospel Album while doing house chores.. Igbo Kwenu!!💯,n
1083,@Joekw I think it's relevant because it's immense hypocrisy for the US to complain about something being done to it that it does to others,n
1084,@LoveJoClifton feel like this is my fault,n
1085,"Just posted a photo @ Natural History Museum, London https://t.co/dGqHKzSPOx",n
1086,I'm never filled with more rage then when I turn on the PS4 and my brother left the controller out of battery,n
1087,1738 @ Selfridges https://t.co/zmjHmw4YJq,n
1088,"@Tiny_Pigeon Should pop out easy if you just lever it out on the left hand side, it's the CPU clock battery",n
1089,So we have some time to do #lunch and we prepare a quick one with #olives and #mustard #pate  on… https://t.co/3hSo2nNsv0,n
1090,"@British_Airways Booked a flight over an hour ago, no confirmation email &amp; not showing on my Blue Exec Account either Please Advise",n
1091,@gstwindualsport @ThatKevinSmith EXCELLENT! @emmalbox were you aware of this?,n
1092,"@MyKindaFuture You too, lots of exciting opportunities on your website I see! 🏆",n
1093,"@tedtully Er !!! "" Tory Scum "" - what else would that mean",n
1094,Ay i cut spring onion with that yellow one https://t.co/PCUY98K1rg,n
1095,so bored so singing. https://t.co/mw3oXritxl,n
1096,@danj_turn i'll try. i just want to bitch slap her tho.,n
1097,@DrFulli  @SameiHuda @profjamiehh Think it's important to see person as a whole &amp; not just problem. Dx or fx don't work if used in isolation,n
1098,"......Wild Roses 
by Vincent Van Gogh #art https://t.co/XVpnWvhpWE",n
1099,StockMarketWire European Investment Trust buys back shares https://t.co/K75WgMciBB https://t.co/GJtVCdlZFY,n
1100,StockMarketWire GMS contract win https://t.co/Hl3708HxJ1 https://t.co/GJtVCdlZFY,n
1101,@RobBrennan82 would he be a better player in your view if he expressed political opinions which you preferred?,n
1102,StockMarketWire UPDATE: Dollar/Yen up 0.73% @ 118.2120 https://t.co/MpXQVVrMw2 https://t.co/GJtVCdlZFY,n
1103,Hide #ALDUBSoars2017 https://t.co/nuAbVEUBbG,n
1104,StockMarketWire Broker highlights: Non-food retailers in focus https://t.co/XN49oG6699 https://t.co/GJtVCdlZFY,n
1105,"Why can't John Lewis do a January advert, with all the characters having colds &amp; depressed about going back to work. Call it 'Gin for Jan'",
1106,StockMarketWire Director Deals - Advanced Oncotherapy PLC (AVO) https://t.co/Uy6LJfUspm https://t.co/GJtVCdlZFY,n
1107,StockMarketWire Most Traded Stocks by Value at 14:00 https://t.co/bbjyw7fpNw https://t.co/GJtVCdlZFY,n
1108,StockMarketWire Director Deals - Spirent Communications PLC (SPT) https://t.co/YSKHf1RIgp https://t.co/GJtVCdlZFY,n
1109,"hi @CampbellX pls RT 💜 
""Smoulder and Curl"" Five Films by Annette Kennerley 
#90s #16mm #dyke #trans #London 8 Jan… https://t.co/E9SRgG1b7T",n
1110,StockMarketWire Director Deals - Redrow PLC (RDW) https://t.co/3qGyhxeEhp https://t.co/GJtVCdlZFY,n
1111,StockMarketWire Market Movers - Top risers and fallers at 14:00 https://t.co/F3HgqpAzQY https://t.co/GJtVCdlZFY,n
1112,There needs to be so much more on gender and gender identity in schools,n
1113,"@AmazonUK @AmazonHelp Dear Russell Morris, Im already Prime and has been for years. https://t.co/0sD2OShjXq",n
1114,"@aplidgett Its the absolute bollocks there, get involved.",n
1115,@rawcass WE'RE VERY SIMILAR.  I GOT ISTP -A,n
1116,Guide #ALDUBSoars2017 https://t.co/nuAbVEUBbG,n
1117,"@MikeLiggins but this was at best arguable. it was strong, firm committed ""clearing out"" tackle that we cannot &amp; should not remove from game",n
1118,@jakesteadman cheers mate. We'll cross paths before too long I'm sure.,n
1119,"If you haven't had enough of Mr Healy's knobbly knees, you can catch them once again in @SoMagazines latest issue: https://t.co/n8oZgu6ZKv",n
1120,When you realise this will never get easier 😞,n
1121,"'Twas a good lunch..thank you Minchendenians 
#lunchatminchenden… https://t.co/BMjqHnJ04E",n
1122,@miss_magpie_spy Do you need a swimming partner ..Asking for a friend,n
1123,"YES OMG, I'm gonna post this on insta but I'll give you credits https://t.co/vjbAlMe18z",n
1124,Enjoying a nice little break at the hotel and have a throwback on last nights game West Ham vs… https://t.co/Uwl5h6hMa4,n
1125,"you can buy Moomin cookie cutters?!
https://t.co/5054rAud48",n
1126,@ICEBARLONDON Thank you! It was great!,n
1127,"When your coat doesn't really go with your outfit &amp; you need to take it off to take pictures, but it's freezing out. #bloggerproblems #ootd",
1128,If you know anyone who may be interested pls direct them to me cos I would quite like to get this over with &amp; resume my mediocre existence.,n
1129,@Robert___Harris @SkyNewsBreak What they're paid to do once a political decision is taken?,n
